requests,memory,threads,cpu,anomaly
0.0411950079022556,0.0,28.401224053137817,0.189100914439853,1
0.0252535641226479,377447891.7726636,18.872407907778364,0.0208861039161392,1
0.011727508673707,235398679.9893184,33.33975053067864,0.1782365400732705,1
0.021692196669435,115218233.2960832,26.915501666554075,0.1446684992414803,1
0.0448884989942663,182690097.6072815,45.7918168359883,0.1498374274697398,1
0.0290171570626347,773107515.6793127,35.94783953331134,0.0001993118478459,1
0.121904915048487,22132360.032505468,9.370634442426535,0.0069735308718714,1
0.0211543682485393,0.0,36.91778681099076,0.1712090604433933,1
0.0278097498502567,964527048.4740754,20.845938010111844,0.0,1
0.0125347227634945,86910127.82725316,26.89331600588095,0.1557506059961326,1
0.0460342937578597,864542014.949578,25.619311103980188,0.0,1
0.1188162195247582,183784967.76302263,35.73128054941682,0.0250194716050399,1
0.0077422311575309,580559218.9034265,24.454894800265897,0.0255155818938246,1
0.0431217448756588,299607556.0937383,28.526878894601914,0.0503823245869734,1
0.0343807026809316,255703026.59150785,12.409077892496043,0.1161541773184092,1
0.0,307020935.4200895,17.81647140185892,0.0385868624359302,1
0.0042353002270078,743300078.2729428,33.85160712675816,0.0,1
0.0027343315347291,0.0,31.6514089691552,0.0605709942869918,1
0.0347321066771313,575455580.5749087,20.913448941145333,0.0,1
0.0522398519144658,622228776.4028169,36.03147036041367,0.0535559475678669,1
0.0453118864300999,98085030.62103878,42.57013914984489,0.1470272758008806,1
0.0355036893229074,97322191.01706327,9.33239239573507,0.1502538777622993,1
0.0172160469421354,357648855.3500109,32.45364024934866,0.0091476117109239,1
0.0353458602300048,351605252.0792481,39.49132209127565,0.0458426058499756,1
0.073733350364504,0.0,26.005271599870788,0.0664825317112195,1
0.032918993812668,30983287.237452567,13.85746184889276,0.0993751625266125,1
0.0529622785310485,802957641.3881725,23.42251988610285,0.0,1
0.0290362598678589,5595131.599775121,29.52660313077456,0.1529422122851538,1
0.0119097564391817,235837686.3435129,18.922456188841323,0.1915933223259527,1
0.0326687717664553,174080791.8823008,14.043443854652429,0.12367249970499,1
0.0516569663630149,706265666.3628803,27.26471942797576,0.0,1
0.0041015623474783,301255986.8322032,20.249831748672545,0.0334416529990062,1
0.0399127331888203,578728664.999494,36.285936255250846,0.0859690013269452,1
0.0350888459634247,43274069.62482073,16.825748854886175,0.1798234614338545,1
0.0461288356815027,757178931.5647213,25.13889574645193,0.0,1
0.0441592578764058,143516667.6160854,75.33363432239933,0.0344629384546403,1
0.0010540932696408,201751178.5642464,53.846815898150126,0.0457706451197062,1
0.0525242117118319,254725021.75701025,39.84183388325992,0.0236852153319374,1
0.0304133239234632,601441905.7794999,17.79136944411151,0.0202736597739385,1
0.0090038768067368,337710654.7276548,26.04747222509336,0.0276829279513531,1
0.052223954504609,0.0,62.12346351924791,0.0230716608361054,1
0.0330305602204232,855655554.8829186,25.688448545665143,0.0003655055061863,1
0.0218429217939459,378093705.0409967,19.67489336198683,0.0213782928366959,1
0.0230774228577332,154026399.00281018,11.793378592967926,0.0758068284345651,1
